area_code,PRO_NAME,LEVEL_2_TYPE,inc_unit,LEVEL_1_TYPE,LEVEL_3_TYPE
595Y,月饼项目,月饼类,万元,副食干货类,冰皮月饼
752Y,茶叶项目,茶类,,副食干货类,茶叶
755Y,常温水果项目,生鲜水果,,生鲜类,菠萝
760Y,禽鱼项目,活体类,万元,生鲜类,虫类
769Y,花卉苗木项目,绿植园艺,,农业生产,永生花
771Y,粽子项目,熟食类,万元,副食干货类,粽子
991Y,预制菜项目,熟食类,,副食干货类,香肠火腿
991Y,肉类熟食项目,生鲜蛋品,,生鲜类,鸡蛋
010Y,蟹项目,蟹类,,生鲜类,蟹肉蟹杂
020Y,预制菜项目,冻食类,,副食干货类,其它冷藏食品
021Y,茶叶项目,茶类,,副食干货类,黄茶
023Y,常温水果项目,生鲜水果,,生鲜类,柠檬
024Y,海鲜水产项目,海鲜水产,,生鲜类,生蚝
024Y,干货项目,休闲食品,,副食干货类,蜜饯果干
025Y,肉类熟食项目,生鲜蛋品,,生鲜类,鸽子蛋/鹌鹑蛋
025Y,常温水果项目,生鲜水果,,生鲜类,香蕉
027Y,海鲜水产项目,海鲜水产,,生鲜类,藻类
028Y,牛羊肉项目,生鲜肉类,,生鲜类,牛杂
311Y,预制菜项目,冻食类,,副食干货类,其它冷藏食品
371Y,蔬菜项目,休闲食品,万元,副食干货类,板栗
371Y,花卉苗木项目,绿植园艺,,农业生产,永生花
371Y,花卉苗木项目,鲜花类,,生鲜类,鲜花
371Y,常温水果项目,生鲜水果,,生鲜类,鸡心果/鸡蛋果
371Y,茶叶项目,茶类,,副食干货类,铁观音
451Y,蔬菜项目,生鲜蔬菜,,生鲜类,洋葱
471Y,肉类熟食项目,生鲜蛋品,,生鲜类,鸽子蛋/鹌鹑蛋
510Y,其他生鲜项目,生鲜食品,万元,生鲜类,其它生鲜食品
510Y,茶叶项目,茶类,,副食干货类,花茶
512Y,蔬菜项目,生鲜蔬菜,,生鲜类,木耳
513Y,常温水果项目,生鲜水果,,生鲜类,橄榄
517Y,肉类熟食项目,生鲜肉类,,生鲜类,鸡肉
532Y,茶叶项目,茶类,,副食干货类,红茶
536Y,预制菜项目,熟食类,,副食干货类,熟食菜品
536Y,海鲜水产项目,海鲜水产,,生鲜类,墨鱼/鱿鱼/章鱼
551Y,预制菜项目,冻食类,,副食干货类,其它冷藏食品
571Y,常温水果项目,生鲜水果,,生鲜类,柿子
591Y,常温水果项目,生鲜水果,,生鲜类,西梅
592Y,花卉苗木项目,绿植园艺,,农业生产,永生花
595Y,肉类熟食项目,生鲜肉类,,生鲜类,肠
595Y,常温水果项目,生鲜水果,,生鲜类,木瓜
731Y,蔬菜项目,生鲜蔬菜,,生鲜类,韭菜
752Y,蟹项目,蟹类,,生鲜类,螃蟹
752Y,桃项目,生鲜水果,万元,生鲜类,黄桃/水蜜桃
755Y,滋补品项目,中药材,,医药保健,鹿血
760Y,茶叶项目,茶类,,副食干货类,黑茶
791Y,常温水果项目,生鲜水果,,生鲜类,鸡心果/鸡蛋果
851Y,蔬菜项目,生鲜蔬菜,,生鲜类,椿菜
851Y,海鲜水产项目,生鲜蔬菜,,生鲜类,海带
871Y,蔬菜项目,生鲜蔬菜,,生鲜类,鸡头米
898Y,海鲜水产项目,海鲜水产,,生鲜类,虾类
931Y,蔬菜项目,生鲜蔬菜,,生鲜类,韭菜
931Y,肉类熟食项目,生鲜肉类,,生鲜类,蛙肉
931Y,茶叶项目,茶类,,副食干货类,罗汉果
991Y,海鲜水产项目,海鲜水产,,生鲜类,螺类
991Y,常温水果项目,生鲜水果,,生鲜类,青梅
020Y,海鲜水产项目,海鲜水产,,生鲜类,海兔子
021Y,花卉苗木项目,绿植园艺,,农业生产,种子种球
021Y,海鲜水产项目,海鲜水产,,生鲜类,黄鳝
023Y,桔橙项目,生鲜水果,万元,生鲜类,橙子
024Y,常温水果项目,生鲜水果,,生鲜类,无花果
027Y,蔬菜项目,生鲜蔬菜,,生鲜类,银耳
027Y,肉类熟食项目,生鲜肉类,,生鲜类,鸽子肉
029Y,茶叶项目,茶类,,副食干货类,普洱
316Y,滋补品项目,中药材,,医药保健,灵芝
316Y,蔬菜项目,生鲜蔬菜,,生鲜类,菱角
351Y,滋补品项目,中药材,,医药保健,金银花
351Y,蔬菜项目,休闲食品,万元,副食干货类,板栗
371Y,蔬菜项目,生鲜蔬菜,,生鲜类,番薯
371Y,粮油副食项目,粮油调味,,副食干货类,面食
512Y,干货项目,饮料冲调,,副食干货类,咖啡/奶茶
513Y,蔬菜项目,生鲜蔬菜,,生鲜类,莲子莲蓬
517Y,肉类熟食项目,生鲜蛋品,,生鲜类,鸭蛋
531Y,蔬菜项目,生鲜蔬菜,,生鲜类,韭菜
532Y,滋补品项目,中药材,,医药保健,枸杞
551Y,预制菜项目,熟食类,,副食干货类,凉皮
551Y,常温水果项目,生鲜水果,,生鲜类,莲雾/黑金刚莲雾
574Y,海鲜水产项目,海鲜水产,,生鲜类,刀鱼
577Y,海鲜水产项目,生鲜肉类,,生鲜类,泥鳅
577Y,茶叶项目,茶类,,副食干货类,普洱
591Y,海鲜水产项目,海鲜水产,,生鲜类,海蛏
757Y,牛羊肉项目,干货,万元,副食干货类,牛肉干
757Y,茶叶项目,中药材,,医药保健,石斛/枫斗
769Y,蔬菜项目,生鲜蔬菜,,生鲜类,菱角
769Y,海鲜水产项目,海鲜水产,,生鲜类,螺类
791Y,牛羊肉项目,生鲜肉类,,生鲜类,羊肉
791Y,粮油副食项目,粮油调味,万元,副食干货类,五谷杂粮
851Y,肉类熟食项目,生鲜肉类,,生鲜类,鹅肉
851Y,海鲜水产项目,海鲜水产,,生鲜类,贝类
851Y,常温水果项目,生鲜水果,,生鲜类,桑葚
871Y,月饼项目,月饼类,万元,副食干货类,冰皮月饼
871Y,常温水果项目,生鲜水果,,生鲜类,柿子
931Y,瓜项目,生鲜水果,,生鲜类,西瓜
020Y,预制菜项目,熟食类,,副食干货类,凉皮
021Y,预制菜项目,熟食类,,副食干货类,熟食蛋类
022Y,蔬菜项目,生鲜蔬菜,,生鲜类,洋葱
023Y,肉类熟食项目,生鲜肉类,,生鲜类,鸭肉
024Y,预制菜项目,休闲食品,,副食干货类,自热食品
027Y,肉类熟食项目,生鲜肉类,,生鲜类,鸟肉
028Y,牛羊肉项目,生鲜肉类,,生鲜类,羊杂
028Y,花卉苗木项目,鲜花类,,生鲜类,鲜花
028Y,常温水果项目,生鲜水果,,生鲜类,榴莲
029Y,海鲜水产项目,海鲜水产,,生鲜类,海胆
029Y,常温水果项目,生鲜水果,,生鲜类,椰子
431Y,海鲜水产项目,海鲜水产,,生鲜类,海蛏
510Y,杨梅项目,生鲜水果,万元,生鲜类,杨梅
510Y,蔬菜项目,生鲜蔬菜,,生鲜类,南瓜
510Y,禽鱼项目,活体类,,生鲜类,禽类
512Y,蔬菜项目,生鲜蔬菜,,生鲜类,葫芦
512Y,蔬菜项目,生鲜蔬菜,,生鲜类,笋
517Y,常温水果项目,生鲜水果,,生鲜类,山竹
571Y,海鲜水产项目,海鲜水产,,生鲜类,黄鳝
574Y,蔬菜项目,休闲食品,万元,副食干货类,板栗
595Y,蔬菜项目,生鲜蔬菜,,生鲜类,苁蓉
731Y,常温水果项目,生鲜水果,,生鲜类,香蕉
752Y,海鲜水产项目,海鲜水产,,生鲜类,海蛏
752Y,参茸项目,生鲜蔬菜,,生鲜类,松茸
757Y,禽鱼项目,活体类,,生鲜类,活体
757Y,海鲜水产项目,海鲜水产,,生鲜类,虾类
760Y,蟹项目,蟹类,万元,生鲜类,大闸蟹
771Y,肉类熟食项目,生鲜蛋品,,生鲜类,鹅蛋
791Y,预制菜项目,休闲食品,,副食干货类,自热食品
791Y,蟹项目,蟹类,,生鲜类,帝王蟹
791Y,海鲜水产项目,海鲜水产,,生鲜类,鱼杂
871Y,肉类熟食项目,干货,万元,副食干货类,肉类干货
871Y,海鲜水产项目,海鲜水产,,生鲜类,鱼杂
898Y,肉类熟食项目,生鲜蛋品,,生鲜类,鸟蛋
898Y,海鲜水产项目,海鲜水产,,生鲜类,皮皮虾
931Y,常温水果项目,生鲜水果,万元,生鲜类,百香果
991Y,月饼项目,月饼类,,副食干货类,普通月饼
991Y,蔬菜项目,生鲜蔬菜,,生鲜类,山药
991Y,海鲜水产项目,海鲜水产,,生鲜类,皮皮虾
991Y,常温水果项目,生鲜水果,,生鲜类,蓝靛果
020Y,海鲜水产项目,海鲜水产,,生鲜类,刀鱼
021Y,牛羊肉项目,生鲜肉类,,生鲜类,羊骨
023Y,禽鱼项目,活体类,,生鲜类,活体
024Y,蔬菜项目,生鲜蔬菜,,生鲜类,薄荷
024Y,粮油副食项目,粮油调味,万元,副食干货类,五谷杂粮
024Y,常温水果项目,生鲜水果,,生鲜类,榴莲
027Y,蔬菜项目,生鲜蔬菜,,生鲜类,冰草
027Y,牛羊肉项目,干货,万元,副食干货类,牛肉干
027Y,常温水果项目,生鲜水果,,生鲜类,槟榔
028Y,蟹项目,蟹类,,生鲜类,面包蟹
311Y,常温水果项目,生鲜水果,,生鲜类,圣女果
311Y,茶叶项目,茶类,,副食干货类,陈皮
431Y,预制菜项目,冻食类,万元,副食干货类,饺子
510Y,常温水果项目,生鲜水果,,生鲜类,桑葚
513Y,干货项目,饮料冲调,,副食干货类,咖啡/奶茶
532Y,预制菜项目,熟食类,,副食干货类,凉拌菜
532Y,蟹项目,蟹类,,生鲜类,螃蟹
536Y,石榴项目,生鲜水果,万元,生鲜类,番石榴/石榴
536Y,牛羊肉项目,生鲜肉类,,生鲜类,羊骨
571Y,蔬菜项目,生鲜蔬菜,,生鲜类,冰草
574Y,常温水果项目,生鲜水果,,生鲜类,香蕉
577Y,肉类熟食项目,生鲜蛋品,,生鲜类,鸡蛋
577Y,牛羊肉项目,生鲜肉类,,生鲜类,羊骨
592Y,牛羊肉项目,生鲜肉类,,生鲜类,羊杂
592Y,桔橙项目,生鲜水果,万元,生鲜类,橙子
592Y,常温水果项目,生鲜水果,,生鲜类,榴莲
595Y,滋补品项目,中药材,,医药保健,灵芝
752Y,滋补品项目,中药材,,医药保健,灵芝
757Y,龙眼项目,生鲜水果,万元,生鲜类,龙眼/桂圆
760Y,蔬菜项目,休闲食品,万元,副食干货类,板栗
760Y,蔬菜项目,生鲜蔬菜,,生鲜类,番薯
771Y,禽鱼项目,活体类,,生鲜类,禽类
851Y,花卉苗木项目,绿植园艺,万元,农业生产,苗木
851Y,常温水果项目,生鲜水果,,生鲜类,橄榄
871Y,粽子项目,熟食类,万元,副食干货类,粽子
871Y,蔬菜项目,生鲜蔬菜,,生鲜类,山药
931Y,预制菜项目,熟食类,,副食干货类,熟食肉类
020Y,预制菜项目,熟食类,,副食干货类,熟食肉类
020Y,蟹项目,蟹类,万元,生鲜类,大闸蟹
021Y,干货项目,干货,万元,副食干货类,蔬菜干货
022Y,常温水果项目,生鲜水果,,生鲜类,榴莲
023Y,粮油副食项目,粮油调味,,副食干货类,面食
023Y,常温水果项目,生鲜水果,,生鲜类,鲜核桃
024Y,蔬菜项目,生鲜蔬菜,,生鲜类,洋葱
025Y,肉类熟食项目,生鲜蛋品,,生鲜类,鸭蛋
025Y,海鲜水产项目,海鲜水产,,生鲜类,生蚝
025Y,常温水果项目,生鲜水果,,生鲜类,榴莲
027Y,海鲜水产项目,生鲜蔬菜,,生鲜类,海带
028Y,常温水果项目,生鲜水果,,生鲜类,人参果
029Y,肉类熟食项目,生鲜肉类,,生鲜类,鹅肉
029Y,肉类熟食项目,生鲜肉类,,生鲜类,其它鲜肉
311Y,蔬菜项目,生鲜蔬菜,,生鲜类,茄子豆角
316Y,蔬菜项目,生鲜蔬菜,,生鲜类,苁蓉
316Y,花卉苗木项目,绿植园艺,,农业生产,永生花
351Y,蔬菜项目,生鲜蔬菜,,生鲜类,番薯
371Y,预制菜项目,熟食类,,副食干货类,熟食蛋类
451Y,茶叶项目,茶类,,副食干货类,黄茶
471Y,海鲜水产项目,海鲜水产,,生鲜类,墨鱼/鱿鱼/章鱼
510Y,蔬菜项目,生鲜蔬菜,,生鲜类,莲子莲蓬
510Y,牛羊肉项目,生鲜肉类,,生鲜类,牛肉
510Y,海鲜水产项目,干货,万元,副食干货类,海产干货
512Y,肉类熟食项目,生鲜肉类,,生鲜类,蝉蛹
512Y,常温水果项目,生鲜水果,,生鲜类,菠萝蜜
517Y,蔬菜项目,生鲜蔬菜,,生鲜类,山药
517Y,牛羊肉项目,生鲜肉类,,生鲜类,羊肉
517Y,海鲜水产项目,海鲜水产,,生鲜类,鲟鱼
517Y,常温水果项目,生鲜水果,,生鲜类,莲雾/黑金刚莲雾
531Y,肉类熟食项目,生鲜蛋品,,生鲜类,鸡蛋
531Y,海鲜水产项目,海鲜水产,,生鲜类,鲍鱼
532Y,肉类熟食项目,生鲜肉类,,生鲜类,驴肉
551Y,滋补品项目,饮料冲调,万元,副食干货类,蜂蜜
551Y,蔬菜项目,生鲜蔬菜,,生鲜类,莲藕/藕带
591Y,常温水果项目,生鲜水果,,生鲜类,红毛丹
595Y,牛羊肉项目,干货,万元,副食干货类,牛肉干
731Y,预制菜项目,熟食类,,副食干货类,凉拌菜
752Y,海鲜水产项目,海鲜水产,,生鲜类,海蜇/海蜇头
757Y,茶叶项目,茶类,,副食干货类,苦茶
769Y,蔬菜项目,生鲜蔬菜,,生鲜类,折耳根
771Y,蔬菜项目,生鲜蔬菜,,生鲜类,葱姜蒜椒
771Y,常温水果项目,生鲜水果,,生鲜类,覆盆莓
771Y,茶叶项目,茶类,,副食干货类,青茶
851Y,肉类熟食项目,生鲜肉类,,生鲜类,鸟肉
851Y,海鲜水产项目,海鲜水产,,生鲜类,海肠
898Y,桔橙项目,生鲜水果,,生鲜类,桔子/橘子
898Y,花卉苗木项目,绿植园艺,,农业生产,永生花
991Y,蔬菜项目,生鲜蔬菜,,生鲜类,菌菇
991Y,肉类熟食项目,生鲜肉类,,生鲜类,鸭肉
010Y,蔬菜项目,生鲜蔬菜,,生鲜类,葫芦
010Y,梨项目,生鲜水果,万元,生鲜类,梨子
023Y,蔬菜项目,生鲜蔬菜,,生鲜类,番薯
023Y,干货项目,饮料冲调,,副食干货类,咖啡/奶茶
024Y,蔬菜项目,生鲜蔬菜,,生鲜类,葱姜蒜椒
024Y,茶叶项目,茶类,,副食干货类,花茶
024Y,茶叶项目,茶类,,副食干货类,乌龙茶
025Y,预制菜项目,冻食类,,副食干货类,丸子
027Y,牛羊肉项目,生鲜肉类,,生鲜类,牛肉
027Y,海鲜水产项目,海鲜水产,,生鲜类,生蚝
029Y,滋补品项目,中药材,,医药保健,鹿血
029Y,肉类熟食项目,生鲜肉类,,生鲜类,肠
316Y,蔬菜项目,生鲜蔬菜,,生鲜类,黄瓜
371Y,蔬菜项目,生鲜蔬菜,,生鲜类,香菇
371Y,茶叶项目,茶类,,副食干货类,青茶
431Y,蔬菜项目,生鲜蔬菜,,生鲜类,番薯
431Y,茶叶项目,茶类,,副食干货类,黑茶
451Y,其他生鲜项目,生鲜食品,万元,生鲜类,其它生鲜食品
451Y,海鲜水产项目,海鲜水产,,生鲜类,鱼类
471Y,禽鱼项目,活体类,,生鲜类,禽类
513Y,蔬菜项目,生鲜蔬菜,,生鲜类,折耳根
513Y,常温水果项目,生鲜水果,,生鲜类,山竹
517Y,预制菜项目,冻食类,,副食干货类,丸子
517Y,蔬菜项目,生鲜蔬菜,,生鲜类,苁蓉
517Y,常温水果项目,生鲜水果,,生鲜类,柿子
531Y,蔬菜项目,生鲜蔬菜,,生鲜类,玉米
532Y,蟹项目,蟹类,,生鲜类,帝王蟹
532Y,肉类熟食项目,干货,万元,副食干货类,肉类干货
536Y,干货项目,休闲食品,,副食干货类,蜜饯果干
551Y,茶叶项目,中药材,,医药保健,石斛/枫斗
574Y,蔬菜项目,生鲜蔬菜,,生鲜类,丝瓜
577Y,肉类熟食项目,生鲜肉类,,生鲜类,兔肉
577Y,常温水果项目,生鲜水果,,生鲜类,释迦果
579Y,肉类熟食项目,生鲜肉类,,生鲜类,鸽子肉
579Y,干货项目,饮料冲调,,副食干货类,咖啡/奶茶
579Y,常温水果项目,生鲜水果,,生鲜类,蛋黄果
579Y,茶叶项目,茶类,,副食干货类,红茶
591Y,蔬菜项目,生鲜蔬菜,,生鲜类,菱角
591Y,葡萄项目,生鲜水果,万元,生鲜类,红提/葡萄
591Y,茶叶项目,茶类,万元,副食干货类,白茶
592Y,常温水果项目,生鲜水果,,生鲜类,桑葚
595Y,预制菜项目,熟食类,,副食干货类,凉拌菜
731Y,月饼项目,月饼类,万元,副食干货类,冰皮月饼
731Y,蔬菜项目,生鲜蔬菜,,生鲜类,鸡头米
731Y,海鲜水产项目,海鲜水产,,生鲜类,鱼杂
731Y,茶叶项目,中药材,,医药保健,石斛/枫斗
755Y,肉类熟食项目,生鲜蛋品,,生鲜类,其它蛋类
757Y,禽鱼项目,活体类,,生鲜类,禽类
760Y,肉类熟食项目,生鲜肉类,,生鲜类,狗肉
760Y,牛羊肉项目,干货,万元,副食干货类,牛肉干
769Y,樱桃项目,生鲜水果,万元,生鲜类,樱桃
771Y,蔬菜项目,生鲜蔬菜,,生鲜类,菊苣
771Y,海鲜水产项目,海鲜水产,,生鲜类,海胆
791Y,茶叶项目,茶类,,副食干货类,茶叶
871Y,常温水果项目,生鲜水果,,生鲜类,龙宫果
898Y,肉类熟食项目,生鲜肉类,,生鲜类,兔肉
898Y,海鲜水产项目,海鲜水产,,生鲜类,海蛏
898Y,瓜项目,生鲜水果,,生鲜类,香瓜/甜瓜
931Y,蔬菜项目,生鲜蔬菜,,生鲜类,菱角
931Y,茶叶项目,茶类,,副食干货类,陈皮
991Y,蔬菜项目,生鲜蔬菜,,生鲜类,葱姜蒜椒
010Y,牛羊肉项目,生鲜肉类,,生鲜类,羊杂
022Y,肉类熟食项目,生鲜肉类,,生鲜类,肠
023Y,常温水果项目,生鲜水果,,生鲜类,桑葚
024Y,蔬菜项目,生鲜蔬菜,,生鲜类,葫芦
024Y,肉类熟食项目,生鲜肉类,,生鲜类,蝉蛹
024Y,常温水果项目,生鲜水果,,生鲜类,甘蔗
027Y,预制菜项目,熟食类,,副食干货类,熟食肉类
027Y,肉类熟食项目,生鲜肉类,,生鲜类,其它鲜肉
029Y,常温水果项目,生鲜水果,,生鲜类,菇娘果
371Y,预制菜项目,熟食类,,副食干货类,香肠火腿
371Y,肉类熟食项目,生鲜蛋品,,生鲜类,其它蛋类
371Y,苹果项目,生鲜水果,万元,生鲜类,苹果
371Y,常温水果项目,生鲜水果,,生鲜类,菇娘果
431Y,肉类熟食项目,生鲜肉类,,生鲜类,蝉蛹
431Y,常温水果项目,生鲜水果,,生鲜类,菠萝蜜
451Y,蔬菜项目,生鲜蔬菜,,生鲜类,薄荷
510Y,滋补品项目,中药材,,医药保健,鹿鞭
510Y,花卉苗木项目,绿植园艺,,农业生产,永生花
512Y,蟹项目,蟹类,,生鲜类,蟹肉蟹杂
532Y,蔬菜项目,生鲜蔬菜,,生鲜类,玉米
532Y,茶叶项目,茶类,,副食干货类,苦茶
536Y,常温水果项目,生鲜水果,,生鲜类,柿子
571Y,月饼项目,月饼类,,副食干货类,流心奶黄月饼
571Y,肉类熟食项目,生鲜蛋品,,生鲜类,鸟蛋
577Y,蟹项目,蟹类,万元,生鲜类,大闸蟹
579Y,滋补品项目,保健滋补,,医药保健,燕窝
591Y,预制菜项目,冻食类,,副食干货类,汤圆
595Y,蔬菜项目,生鲜蔬菜,,生鲜类,银耳
595Y,海鲜水产项目,海鲜水产,,生鲜类,藻类
731Y,海鲜水产项目,海鲜水产,,生鲜类,海参
731Y,海鲜水产项目,生鲜肉类,,生鲜类,泥鳅
755Y,海鲜水产项目,海鲜水产,,生鲜类,黄鳝
760Y,滋补品项目,中药材,,医药保健,枸杞
760Y,预制菜项目,冻食类,,副食干货类,汤圆
769Y,蔬菜项目,生鲜蔬菜,,生鲜类,马蹄
771Y,滋补品项目,中药材,,医药保健,其它中药材
791Y,肉类熟食项目,生鲜肉类,,生鲜类,肠
851Y,肉类熟食项目,生鲜肉类,,生鲜类,蛙肉
871Y,肉类熟食项目,生鲜肉类,,生鲜类,蛇肉
931Y,肉类熟食项目,生鲜蛋品,,生鲜类,鸟蛋
991Y,蔬菜项目,生鲜蔬菜,,生鲜类,韭菜
991Y,海鲜水产项目,海鲜水产,,生鲜类,其它海鲜
991Y,海鲜水产项目,海鲜水产,,生鲜类,甲鱼
010Y,蔬菜项目,生鲜蔬菜,,生鲜类,芋头
010Y,花卉苗木项目,绿植园艺,,农业生产,种子种球
010Y,常温水果项目,生鲜水果,,生鲜类,菇娘果
020Y,肉类熟食项目,生鲜肉类,,生鲜类,兔肉
020Y,茶叶项目,茶类,,副食干货类,青茶
021Y,蔬菜项目,生鲜蔬菜,,生鲜类,菊苣
021Y,蔬菜项目,生鲜蔬菜,,生鲜类,莲子莲蓬
022Y,蔬菜项目,休闲食品,万元,副食干货类,板栗
023Y,月饼项目,月饼类,万元,副食干货类,冰皮月饼
023Y,蔬菜项目,生鲜蔬菜,,生鲜类,丝瓜
023Y,茶叶项目,茶类,,副食干货类,乌龙茶
024Y,茶叶项目,茶类,,副食干货类,黑茶
025Y,海鲜水产项目,海鲜水产,,生鲜类,贝类
027Y,海鲜水产项目,海鲜水产,,生鲜类,鲟鱼
028Y,月饼项目,月饼类,,副食干货类,普通月饼
028Y,常温水果项目,生鲜水果,,生鲜类,莲雾/黑金刚莲雾
029Y,常温水果项目,生鲜水果,,生鲜类,释迦果
316Y,海鲜水产项目,海鲜水产,,生鲜类,虾类
351Y,蔬菜项目,生鲜蔬菜,,生鲜类,葫芦
351Y,牛羊肉项目,生鲜肉类,,生鲜类,羊排
371Y,月饼项目,月饼类,万元,副食干货类,冰皮月饼
371Y,肉类熟食项目,生鲜蛋品,,生鲜类,鸽子蛋/鹌鹑蛋
431Y,预制菜项目,冻食类,,副食干货类,汤圆
451Y,蔬菜项目,生鲜蔬菜,,生鲜类,山药
451Y,肉类熟食项目,生鲜蛋品,,生鲜类,鸡蛋
471Y,蔬菜项目,生鲜蔬菜,,生鲜类,冰草
513Y,海鲜水产项目,海鲜水产,,生鲜类,黄鳝
517Y,葡萄项目,生鲜水果,万元,生鲜类,红提/葡萄
532Y,海鲜水产项目,海鲜水产,,生鲜类,皮皮虾
532Y,茶叶项目,茶类,,副食干货类,青茶
532Y,茶叶项目,中药材,,医药保健,石斛/枫斗
571Y,禽鱼项目,活体类,,生鲜类,活体
574Y,海鲜水产项目,海鲜水产,,生鲜类,海蛏
579Y,常温水果项目,生鲜水果,,生鲜类,鸡心果/鸡蛋果
591Y,枇杷项目,生鲜水果,万元,生鲜类,枇杷果
595Y,肉类熟食项目,生鲜肉类,,生鲜类,驴肉
731Y,预制菜项目,冻食类,万元,副食干货类,饺子
731Y,常温水果项目,生鲜水果,,生鲜类,无花果
752Y,杨梅项目,生鲜水果,万元,生鲜类,杨梅
752Y,蔬菜项目,生鲜蔬菜,,生鲜类,土豆
769Y,肉类熟食项目,生鲜肉类,,生鲜类,鸡肉
769Y,牛羊肉项目,生鲜肉类,,生鲜类,牛排
771Y,肉类熟食项目,生鲜肉类,,生鲜类,其它鲜肉
791Y,滋补品项目,中药材,,医药保健,鹿血
791Y,常温水果项目,生鲜水果,,生鲜类,圣女果
851Y,预制菜项目,冻食类,,副食干货类,其它冷藏食品
851Y,蔬菜项目,生鲜蔬菜,,生鲜类,玉米
851Y,常温水果项目,生鲜水果,,生鲜类,龙宫果
851Y,茶叶项目,茶类,,副食干货类,茶叶
898Y,月饼项目,月饼类,万元,副食干货类,冰皮月饼
898Y,蔬菜项目,生鲜蔬菜,,生鲜类,冬瓜
991Y,茶叶项目,茶类,万元,副食干货类,白茶
021Y,蔬菜项目,生鲜蔬菜,,生鲜类,韭菜
021Y,海鲜水产项目,海鲜水产,,生鲜类,海蛏
